Command_Name,PostableCommandName,Description,CanHaveBinding,NeedBinding,CanWorkWithSelection,Code
Remove All Fabrication Configurations,RemoveAllFabricationConfigurations,Removes all fabrication configurations from the project,TRUE,TRUE,FALSE,ID_REMOVE_ALL_FABRICATION_CONFIGURATION
Remove Coping,RemoveCoping,Removes a coping cut from a steel beam,TRUE,TRUE,TRUE,
Remove Duct and Pipe Offsets,RemoveDuctPipeOffsets,Removes offset segments from duct and pipe runs,TRUE,FALSE,FALSE,ID_MEP_REMOVE_DUCT_PIPE_OFFSETS
Remove Elements (Analytical),AnalyticalRemoveElements,Removes elements from the analytical model automation,TRUE,FALSE,FALSE,ID_ANALYTICAL_AUTOMATION_EDIT_MODE_REMOVE
Remove Excavation,RemoveExcavation,Removes an excavation from a toposolid element,TRUE,FALSE,FALSE,ID_TOPOSOLID_UNEXCAVATION
Remove Fabrication Configuration,RemoveFabricationConfiguration,Removes a specific fabrication configuration,TRUE,FALSE,FALSE,ID_REMOVE_FABRICATION_CONFIGURATION
Remove from Analytical Relation,RemoveFromAnalyticalRelation,Removes selected elements from an analytical relation,TRUE,FALSE,TRUE,ID_ANALYTICAL_RELATIONSHIP_EDIT_MODE_REMOVE
Remove from Displacement,RemoveFromDisplacement,Removes elements from a displacement set,TRUE,FALSE,TRUE,ID_DISPLACEMENT_REMOVE_ELEMENT
Remove from Group,RemoveFromGroup,Removes selected elements from a group,TRUE,TRUE,TRUE,ID_EDITGROUP_REMOVE_FROM_GROUP
Remove from Light Group,RemoveFromLightGroup,Removes a light fixture from a light group,TRUE,FALSE,FALSE,ID_REMOVE_LIGHT_FROM_GROUP
Remove from Mechanical Equipment Set,RemoveFromMechanicalEquipmentSet,Removes equipment from a mechanical equipment set,TRUE,FALSE,FALSE,ID_MECHANICAL_EQUIPMENT_SET_REMOVE
Remove Hidden Lines by Element,RemoveHiddenLinesByElement,Removes line overrides applied by Show Hidden Lines,TRUE,TRUE,TRUE,ID_UNHIDE_ELEMENTS_EDITOR
Remove Landings,RemoveLandings,Removes all level landings from a multi-story stair,TRUE,FALSE,FALSE,ID_REMOVE_ALL_LEVEL_LANDINGS
Remove Leader,RemoveLeader,Removes a leader line from an annotation element,TRUE,FALSE,TRUE,ID_FAMINST_RMVLEADER
Remove Paint,RemovePaint,Removes a painted material from an element face,TRUE,TRUE,TRUE,ID_REMOVE_PAINT
Remove Rebar Bar,RemoveRebarBar,Removes individual bars from a rebar set,TRUE,TRUE,TRUE,ID_REBAR_REMOVE_BARS
Remove Rebar Splice,RemoveRebarSplice,Removes a splice from a rebar element,TRUE,TRUE,TRUE,ID_REBAR_REMOVE_SPLICE
Render,Render,Renders the current 3D view to create a photorealistic image,TRUE,FALSE,FALSE,ID_PHOTO_RENDER
Render Gallery,RenderGallery,Opens the render gallery to view completed renderings,TRUE,FALSE,FALSE,ID_PHOTO_RENDER_GALLERY
Render in Cloud,RenderInCloud,Sends the current view to the cloud for rendering,TRUE,FALSE,FALSE,ID_PHOTO_RENDER_IN_CLOUD
Repair Central Model,RepairCentralModel,Repairs a corrupted central workshared model,TRUE,TRUE,FALSE,
Repeat Component,RepeatComponent,Repeats a component along a divided surface or path,TRUE,FALSE,TRUE,
Repeat Last Command,RepeatLastCommand,Repeats the most recently executed command,TRUE,TRUE,TRUE,ID_REPEAT_LASTCOMMAND
Repeating Detail Component,RepeatingDetailComponent,Places a repeating pattern of detail components,TRUE,TRUE,FALSE,ID_OBJECTS_REPEATING_DETAIL
Replace with Link,ReplaceWithLink,Replaces a group with a linked Revit file,TRUE,TRUE,FALSE,ID_EDIT_REPLACE_WITH_LINK
Replicate Window,ReplicateWindow,Creates a duplicate of the current view window,TRUE,FALSE,FALSE,
Report Shared Coordinates,ReportSharedCoordinates,Reports the shared coordinate values at a picked point,TRUE,FALSE,FALSE,
Reposition to Internal Origin,RepositionToInternalOrigin,Repositions a linked model to the host internal origin,TRUE,TRUE,TRUE,ID_REPOSITION_LINK_ORIGIN_TO_HOST
Reposition to Project Base Point,RepositionToProjectBasePoint,Repositions a linked model to the host project base point,TRUE,TRUE,TRUE,ID_REPOSITION_LINK_BASEPOINT_TO_HOST
Reset All Rebar Bars,ResetAllRebarBars,Resets all modified rebar bars to their default positions,TRUE,TRUE,FALSE,ID_REBAR_RESET_ALL_BARS
Reset Analytical Model,ResetAnalyticalModel,Resets the analytical model to match the physical model,TRUE,FALSE,TRUE,
Reset Layer Profile,ResetLayerProfile,Resets a modified layer profile to its default state,TRUE,FALSE,FALSE,ID_REMOVE_LAYER_SKETCH
Reset Rebar Position,ResetRebarPosition,Resets modified rebar bars to their default positions,TRUE,TRUE,TRUE,ID_REBAR_RESET_BARS
Reset Shared Coordinates,ResetSharedCoordinates,Resets shared coordinates to the default state,TRUE,TRUE,FALSE,
Reset to Default,ResetToDefault,Resets the UI layout or configuration to default settings,TRUE,FALSE,FALSE,ID_LOAD_XAML_RESET
Reset Vertex Connect,ResetVertexConnect,Resets vertex connections to their default state,TRUE,FALSE,FALSE,IDC_RESET_VTX_CONNECTIONS
Restart Slab Edge,RestartSlabEdge,Restarts slab edge placement from a new location,TRUE,FALSE,FALSE,IDC_FINISH_SWEEP_HOST
Restart Wall Sweep,RestartWallSweep,Restarts wall sweep placement from a new location,TRUE,FALSE,FALSE,IDC_FINISH_CORNICE_REVEAL
Restore Backup,RestoreBackup,Restores a Revit project from a backup file,TRUE,TRUE,FALSE,
Restore Excluded Member,RestoreExcludedMember,Restores a previously excluded member back to a group,TRUE,TRUE,TRUE,ID_ELEM_GROUP_EXCLUDED_MEMBER
Results and Compare,ResultsAndCompare,Views and compares energy analysis results,TRUE,FALSE,FALSE,
Return,Return,Selects the return end condition for a sweep,TRUE,FALSE,FALSE,IDC_RADIO_RETURN
Reveal Obstacles,RevealObstacles,Highlights obstacles along a path of travel,TRUE,FALSE,FALSE,
Reveal Wall,RevealWall,Creates a reveal (groove) in a wall surface,TRUE,TRUE,TRUE,ID_OBJECTS_REVEAL
Review Warnings,ReviewWarnings,Reviews and resolves model warnings and errors,TRUE,FALSE,FALSE,ID_REVIEW_WARNINGS
Revision Cloud,RevisionCloud,Draws a revision cloud to mark changes on a sheet,TRUE,TRUE,FALSE,ID_OBJECTS_CLOUD
Revision Schedule,RevisionSchedule,Creates a schedule tracking sheet revisions,TRUE,TRUE,FALSE,ID_VIEW_NEW_REVISION_SCHEDULE
Roof by Extrusion,RoofByExtrusion,Creates a roof by extruding a profile along a path,TRUE,TRUE,FALSE,ID_ROOF_EXTRUSION
Roof by Face,RoofByFace,Creates a roof by selecting a mass or surface face,TRUE,TRUE,FALSE,ID_ROOF_BY_FACE
Roof by Footprint,RoofByFootprint,Creates a roof by sketching its footprint boundary,TRUE,TRUE,FALSE,ID_ROOF_FOOTPRINT
Room,Room,Places a room element to define an enclosed space,TRUE,TRUE,FALSE,ID_OBJECTS_ROOM
Room Separator,RoomSeparator,Draws a room separation line to divide spaces,TRUE,TRUE,FALSE,ID_OBJECTS_ROOMSEPARATION
Room Tag,RoomTag,Places a tag that displays room name and number,TRUE,TRUE,FALSE,ID_OBJECTS_ROOMTAG
Rotate,Rotate,Rotates selected elements around a center point,TRUE,TRUE,TRUE,ID_EDIT_ROTATE
Rotate 180 Degrees,Rotate180Degrees,Rotates a fabrication part 180 degrees,TRUE,FALSE,FALSE,ID_FABRICATION_PART_ROTATE_180DEGREES
Rotate 45 Degrees,Rotate45Degrees,Rotates a fabrication part 45 degrees,TRUE,FALSE,FALSE,ID_FABRICATION_PART_ROTATE_45DEGREES
Rotate 90 Degrees,Rotate90Degrees,Rotates a fabrication part 90 degrees,TRUE,FALSE,FALSE,ID_FABRICATION_PART_ROTATE_90DEGREES
Rotate Project North,RotateProjectNorth,Rotates the project north direction,TRUE,TRUE,FALSE,
Rotate True North,RotateTrueNorth,Rotates the true north direction relative to project north,TRUE,TRUE,FALSE,
Routing Preference Manager,RoutingPreferenceManager,Manages routing preferences for pipe and duct types,TRUE,FALSE,FALSE,ID_ROUTING_PREFERENCE_MANAGE
Run,Run,Runs the current operation or stair run creation,TRUE,FALSE,FALSE,ID_RUN
Run Analytical Automation,RunAnalyticalAutomation,Executes the analytical automation process,TRUE,FALSE,FALSE,ID_ANALYTICAL_AUTOMATION_RUN
Run Arc Center-Ends,RunArcCenterEnds,Creates a stair run using an arc defined by center and ends,TRUE,FALSE,FALSE,ID_RUN_ARC_CENTER_ENDS
Run Content Creation Commands,RunContentCreationCommands,Runs automated content creation commands for families,TRUE,FALSE,FALSE,ID_FAMILY_CONTENTTOOL
Run Energy Simulation,RunEnergySimulation,Executes the energy simulation for the building,TRUE,FALSE,FALSE,
Run Interference Check,RunInterferenceCheck,Runs a clash detection check between elements,TRUE,FALSE,TRUE,
Run Line,RunLine,Creates a stair run using a straight line path,TRUE,FALSE,FALSE,ID_RUN_LINE
Save,Save,Saves the current document,TRUE,FALSE,FALSE,ID_REVIT_FILE_SAVE
Save and Lock 3D View,SaveAndLock3DView,Saves the current 3D view orientation and locks it,TRUE,FALSE,FALSE,ID_LOCKUNLOCK3DVIEW_LOCKANDSAVE
Save As Cloud Model,SaveAsCloudModel,Saves the project as a cloud model to BIM 360 or ACC,TRUE,TRUE,FALSE,ID_REVIT_FILE_SAVE_AS_CLOUD_MODEL
Save As Family,SaveAsFamily,Saves the current family to a new file,TRUE,FALSE,FALSE,ID_REVIT_SAVE_AS_FAMILY
Save As Library - Family,SaveAsLibraryFamily,Saves a family to the library location,TRUE,FALSE,FALSE,ID_SAVE_FAMILY_ANY
Save As Library - Group,SaveAsLibraryGroup,Saves a group as a separate Revit file to the library,TRUE,FALSE,FALSE,ID_SAVE_GROUP
Save As Library - View,SaveAsLibraryView,Saves views to separate files in the library,TRUE,FALSE,FALSE,ID_SAVE_VIEWS_TO_FILE
Save As Project,SaveAsProject,Saves the current project with a new name or location,TRUE,TRUE,FALSE,ID_REVIT_FILE_SAVE_AS
Save As Template,SaveAsTemplate,Saves the current project as a project template,TRUE,TRUE,FALSE,ID_REVIT_SAVE_AS_TEMPLATE
Save Configuration Locally,SaveConfigurationLocally,Saves the fabrication configuration to a local folder,TRUE,FALSE,FALSE,ID_SAVE_CONFIG_TO
Save Selection,SaveSelection,Saves the current element selection as a named set,TRUE,FALSE,TRUE,
Save View,SaveView,Saves the current view orientation for the navigation wheel,TRUE,FALSE,FALSE,ID_NAVWHEEL_SAVEVIEW
Saw Cut Flange,SawCutFlange,Applies a saw cut to a steel beam flange,TRUE,TRUE,TRUE,
Saw Cut Web,SawCutWeb,Applies a saw cut to a steel beam web,TRUE,TRUE,TRUE,
Scale,Scale,Scales selected elements by a specified factor,TRUE,TRUE,TRUE,ID_EDIT_SCALE
Scale Graphical,ScaleGraphical,Scales elements graphically by picking reference points,TRUE,FALSE,FALSE,IDC_SCALE_GRAPH
Scale Numerical,ScaleNumerical,Scales elements by entering a numerical scale factor,TRUE,FALSE,FALSE,IDC_SCALE_NUM
Schedule Align Bottom,ScheduleAlignBottom,Aligns text to the bottom in schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_VERTICAL_ALIGN_BOTTOM
Schedule Align Center,ScheduleAlignCenter,Aligns text to center horizontally in schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_HORIZONTAL_ALIGN_CENTER
Schedule Align Left,ScheduleAlignLeft,Aligns text to the left in schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_HORIZONTAL_ALIGN_LEFT
Schedule Align Middle,ScheduleAlignMiddle,Aligns text to the middle vertically in schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_VERTICAL_ALIGN_MIDDLE
Schedule Align Right,ScheduleAlignRight,Aligns text to the right in schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_HORIZONTAL_ALIGN_RIGHT
Schedule Align Top,ScheduleAlignTop,Aligns text to the top in schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_VERTICAL_ALIGN_TOP
Schedule Calculated Parameter,ScheduleCalculatedParameter,Creates a calculated parameter in a schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_PARAM_CALCULATE
Schedule Cell Borders,ScheduleCellBorders,Edits the border style of schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_CELL_EDIT_BORDER
Schedule Cell Shading,ScheduleCellShading,Edits the background shading of schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_CELL_EDIT_SHADING
Schedule Clear Cell,ScheduleClearCell,Clears the content of a schedule cell,TRUE,FALSE,FALSE,ID_SCHEDULE_CLEAR_CELL
Schedule Combine Parameters,ScheduleCombineParameters,Combines multiple parameters into a single schedule column,TRUE,FALSE,FALSE,ID_SCHEDULE_PARAM_COMBINE
Schedule Delete Column,ScheduleDeleteColumn,Deletes a column from the schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_COLUMN_DELETE
Schedule Explain Error,ScheduleExplainError,Shows an explanation for a schedule cell error,TRUE,FALSE,FALSE,ID_SCHEDULE_EXPLAIN_ERROR
Schedule Font,ScheduleFont,Changes the font settings for schedule text,TRUE,FALSE,FALSE,ID_SCHEDULE_TEXT_EDIT_FONT
Schedule Format Unit,ScheduleFormatUnit,Formats the display units for a schedule parameter,TRUE,FALSE,FALSE,ID_SCHEDULE_PARAM_FORMATUNITS
Schedule Freeze Header,ScheduleFreezeHeader,Freezes the schedule header rows for scrolling,TRUE,FALSE,FALSE,ID_SCHEDULE_HEADER_FREEZE
Schedule Insert Column,ScheduleInsertColumn,Inserts a new column to the right in a schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_COLUMN_INSERT_RIGHT
Schedule Insert Image,ScheduleInsertImage,Inserts an image into a schedule cell,TRUE,FALSE,FALSE,ID_SCHEDULE_CELL_INSERT_GRAPHIC
Schedule Insert Row Above,ScheduleInsertRowAbove,Inserts a new row above the selected row in a schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_ROW_INSERT_ABOVE
Schedule Insert Row Below,ScheduleInsertRowBelow,Inserts a new row below the selected row in a schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_ROW_INSERT_BELOW
Schedule Merge Cells,ScheduleMergeCells,Merges or unmerges selected schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_CELL_MERGE_UNMERGE
Schedule Reset Override,ScheduleResetOverride,Resets formatting overrides on schedule cells,TRUE,FALSE,FALSE,ID_SCHEDULE_RESET_OVERRIDE
Schedule Resize Column,ScheduleResizeColumn,Resizes a column width in a schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_COLUMN_RESIZE
Schedule Resize Row,ScheduleResizeRow,Resizes a row height in a schedule,TRUE,FALSE,FALSE,ID_SCHEDULE_ROW_RESIZE
Schedule Split and Place,ScheduleSplitAndPlace,Splits a schedule by height and places segments on sheets,TRUE,FALSE,FALSE,ID_SCHEDULE_SPLIT_BY_HEIGHT
Schedule Zoom In,ScheduleZoomIn,Zooms in on the schedule view,TRUE,FALSE,FALSE,ID_SCHEDULE_VIEW_ZOOM_IN
Schedule Zoom Out,ScheduleZoomOut,Zooms out on the schedule view,TRUE,FALSE,FALSE,ID_SCHEDULE_VIEW_ZOOM_OUT
Schedule/Quantities,ScheduleOrQuantities,Creates a new schedule or quantities view,TRUE,TRUE,FALSE,ID_VIEW_NEW_SCHEDULE
Scope Box,ScopeBox,Creates a scope box to control datum and view extents,TRUE,TRUE,FALSE,ID_VOLUME_OF_INTEREST
Scope Box (3D),ScopeBoxCommand,Creates a scope box in a 3D view,TRUE,FALSE,FALSE,ID_VOLU
Section,Section,Creates a section view through the building model,TRUE,TRUE,FALSE,ID_VIEW_NEW_SECTION
Section Tags,SectionTags,Manages section tag annotation styles,TRUE,FALSE,FALSE,ID_VIEWTAGSTYLES_SECTIONTAGS
Security,Security,Opens security settings for the project,TRUE,FALSE,FALSE,
Select All in Project,SelectAllInProject,Selects all instances of the same type in the entire project,TRUE,FALSE,TRUE,ID_SEL_ALL_IN_PRJ
Select All Pasted,SelectAllPasted,Selects all elements that were pasted,TRUE,FALSE,FALSE,ID_SELECT_ALL_PASTED
Select All Reinforcement in Host,SelectAllReinforcementInHost,Selects all reinforcement elements within a structural host,TRUE,FALSE,TRUE,ID_SELECT_IN_HOST_ALL_REINFORCEMENT
Select All Visible in View,SelectAllVisibleInView,Selects all visible elements of the same type in the view,TRUE,FALSE,TRUE,ID_SEL_ALL_IN_VIEW
Select All Visible in View (in Option),SelectAllVisibleInViewInOption,Selects all visible elements within the active design option,TRUE,FALSE,TRUE,ID_SEL_ALL_IN_VIEW_IN_OPTION
Select by ID,SelectById,Selects elements by entering their element IDs,TRUE,FALSE,TRUE,ID_SELECT_BY_ID
Select Elements (Analytical),AnalyticalSelectElements,Selects elements for analytical automation processing,TRUE,FALSE,FALSE,ID_ANALYTICAL_AUTOMATION_EDIT_SELECTION
Select Elements by Face,SelectElementsByFace,Toggles the ability to select elements by clicking their faces,TRUE,TRUE,FALSE,ID_TOGGLE_ALLOW_FACE_SELECTION
Select Levels (Analytical),AnalyticalSelectLevels,Selects levels for analytical automation processing,TRUE,FALSE,FALSE,ID_ANALYTICAL_AUTOMATION_EDIT_LEVELS
Select Link,SelectLink,Selects a linked model for coordination operations,TRUE,FALSE,FALSE,
Select Links,SelectLinks,Toggles the ability to select linked model elements,TRUE,TRUE,FALSE,ID_TOGGLE_ALLOW_LINK_SELECTION
Select Pinned Elements,SelectPinnedElements,Toggles the ability to select pinned elements,TRUE,TRUE,FALSE,ID_TOGGLE_ALLOW_PINNED_SELECTION
Select Planes (Analytical),AnalyticalSelectPlanes,Selects planes for analytical automation processing,TRUE,FALSE,FALSE,ID_ANALYTICAL_AUTOMATION_EDIT_PLANES
Select Previous,SelectPrevious,Restores the previous element selection,TRUE,FALSE,TRUE,ID_EDIT_SELECT_PREVIOUS
Select Underlay Elements,SelectUnderlayElements,Toggles the ability to select elements shown as underlay,TRUE,TRUE,FALSE,ID_TOGGLE_ALLOW_UNDERLAY_SELECTION
Selection Box,SelectionBox,Creates a section box around the selected elements in a 3D view,TRUE,FALSE,TRUE,ID_VIEW_APPLY_SELECTION_BOX
Set Front to Current View,SetFrontToCurrentView,Sets the ViewCube front orientation to the current view,TRUE,FALSE,FALSE,ID_SET_FRONT_TO_CURRENT_VIEW
Set Locally Unload All Links,SetLocallyUnloadAllLinks,Sets all linked models to locally unloaded state,TRUE,TRUE,FALSE,ID_RVT_LINK_SET_LOCALLY_UNLOAD_ALL_LINKS
Set Railing Type,SetRailingType,Changes the type of an existing railing,TRUE,FALSE,FALSE,ID_SET_RAILINGS_TYPE
Set View Scale for Families,SetViewScaleForFamilies,Configures the default view scale for family editor views,TRUE,FALSE,FALSE,ID_FAMILY_VIEWSCALEOFFAMILIES
Set Work Plane,SetWorkPlane,Sets the active work plane for sketch-based operations,TRUE,FALSE,FALSE,
Setup Ancillary Data Export,SetupAncillaryDataExport,Configures ancillary data export settings for fabrication,TRUE,FALSE,FALSE,ID_FABRICATION_ANCILLARY_EXPORT
Setup Ancillary Reports,SetupAncillaryReports,Configures ancillary report settings for fabrication,TRUE,FALSE,FALSE,ID_FABRICATION_ANCILLARY_REPORT
Setup Item Data Export,SetupItemDataExport,Configures item data export settings for fabrication,TRUE,FALSE,FALSE,ID_FABRICATION_ITEM_EXPORT
Setup Item Reports,SetupItemReports,Configures item report settings for fabrication,TRUE,FALSE,FALSE,ID_FABRICATION_ITEM_REPORT
Setup Linear Nest Data Export,SetupLinearNestDataExport,Configures linear nest data export for fabrication,TRUE,FALSE,FALSE,ID_FABRICATION_LINEAR_NEST_EXPORT
Setup Linear Nest Reports,SetupLinearNestReports,Configures linear nest report settings for fabrication,TRUE,FALSE,FALSE,ID_FABRICATION_LINEAR_NEST_REPORT
Setup Worksheets,SetupWorksheets,Configures fabrication worksheet settings,TRUE,FALSE,FALSE,ID_FABRICATION_WORKSHEET
Shaded,Shaded,Sets the view visual style to shaded mode,TRUE,TRUE,FALSE,ID_IMAGE_SHADING
Shaded with Edges,ShadedWithEdges,Sets the view visual style to shaded with visible edges,TRUE,TRUE,FALSE,ID_IMAGE_SHADING_WITH_EDGES
Shadows Off,ShadowsOff,Turns off shadow display in the current view,TRUE,TRUE,FALSE,ID_IMAGE_SHADOW_OFF
Shadows On,ShadowsOn,Turns on shadow display in the current view,TRUE,TRUE,FALSE,ID_IMAGE_SHADOW_ON
Shaft Opening,ShaftOpening,Creates a vertical opening that cuts through multiple floors,TRUE,TRUE,TRUE,
Shape Status,ShapeStatus,Shows the shape editing status of a floor or roof,TRUE,FALSE,FALSE,ID_SHAPE_STATUS
Shared Parameters,SharedParameters,Manages shared parameter definitions used across projects,TRUE,TRUE,FALSE,ID_FILE_EXTERNAL_PARAMETERS
Shared Views,SharedViews,Manages shared views for cloud collaboration,TRUE,FALSE,FALSE,
Shear Studs,ShearStuds,Places shear stud connectors on steel elements,TRUE,TRUE,TRUE,
Sheet Issues/Revisions,SheetIssuesOrRevisions,Manages sheet issue dates and revision tracking,TRUE,TRUE,FALSE,
Sheet List,SheetList,Creates a schedule listing all sheets in the project,TRUE,TRUE,FALSE,ID_VIEW_NEW_DRAWING_LIST
Shorten,Shorten,Shortens a steel structural member,TRUE,TRUE,TRUE,
Show All Tag Leaders,ShowAllTagLeaders,Shows all leader lines for selected tags,TRUE,FALSE,TRUE,ID_SHOW_ALL_TAG_LEADERS
Show Border When Editing,ShowBorderWhenEditing,Toggles text note border visibility during editing,TRUE,FALSE,FALSE,ID_TEXTEDITOR_SHOWBORDER
Show Boundary Open Ends,ShowBoundaryOpenEnds,Shows open end indicators on room boundaries,TRUE,FALSE,FALSE,
Show Compass,ShowCompass,Toggles the compass display in 3D views,TRUE,FALSE,FALSE,ID_SHOW_COMPASS
Show Disconnects,ShowDisconnects,Highlights disconnected MEP system elements,TRUE,FALSE,FALSE,
Show Energy Model,ShowEnergyModel,Displays the energy analytical model in the view,TRUE,FALSE,FALSE,
Show Help Tooltip,ShowHelpTooltip,Shows the help tooltip for a fabrication part,TRUE,FALSE,FALSE,ID_FABRICATION_PART_SHOW_TOOLTIP
Show Hidden Lines by Element,ShowHiddenLinesByElement,Shows hidden lines of a selected element in the view,TRUE,TRUE,TRUE,ID_HIDE_ELEMENTS_EDITOR
Show History,ShowHistory,Shows the revision history of the model,TRUE,FALSE,FALSE,
Show Last Report,ShowLastReport,Shows the most recently generated report,TRUE,FALSE,FALSE,
Show Mass by View Settings,ShowMassByViewSettings,Shows mass elements according to view display settings,TRUE,FALSE,FALSE,
Show Mass Form and Floors,ShowMassFormAndFloors,Toggles visibility of mass forms and mass floors,TRUE,FALSE,FALSE,
Show Mass Surface Types,ShowMassSurfaceTypes,Shows mass surface type categorization,TRUE,FALSE,FALSE,
Show Mass Zones and Shades,ShowMassZonesAndShades,Shows mass zones and shading analysis visualization,TRUE,FALSE,FALSE,
Show Opaque Background When Editing,ShowOpaqueBackgroundWhenEditing,Shows an opaque background behind text during editing,TRUE,FALSE,FALSE,ID_TEXTEDITOR_SHOWOPAQUEBK
Show Properties Palette,ShowPropertiesPalette,Opens the Properties palette panel,TRUE,FALSE,TRUE,ID_SHOW_PROPERTIES_PALETTE
Show Related Dimensions,ShowRelatedDimensions,Highlights dimensions related to the selected element,TRUE,FALSE,TRUE,ID_SHOW_RELATED_DIMENSION
Show Related Elements,ShowRelatedElements,Shows elements related to the current selection,TRUE,FALSE,FALSE,ID_SHOW_RELATED
Show Removed Rebar Bars,ShowRemovedRebarBars,Shows bars that were removed from a rebar set,TRUE,FALSE,TRUE,ID_REBAR_ADD_REMOVE_BARS
Show Warnings in Views,ShowWarningsInViews,Highlights elements with warnings in the current view,TRUE,FALSE,FALSE,
Show Work Plane,ShowWorkPlane,Toggles the visibility of the active work plane,TRUE,FALSE,FALSE,
Show Worksharing Make Editable Controls,ShowWorksharingMakeEditableControls,Toggles visibility of make-editable controls for worksharing,TRUE,TRUE,FALSE,
Show/Hide Analytical Model,ShowHideAnalyticalModel,Toggles the visibility of the analytical model in the view,TRUE,FALSE,FALSE,ID_VIEW_FRAME_TOGGLE_ANALYTICAL_MODEL_VISIBILITY
Simplify Toposolid,SimplifyToposolid,Reduces the number of points in a toposolid for performance,TRUE,TRUE,TRUE,ID_TOPOSOLID_SIMPLIFY
Single Fabric Sheet Placement,SingleFabricSheetPlacement,Places a single fabric reinforcement sheet,TRUE,FALSE,FALSE,
Single Horizontal Arrow,SingleHorizontalArrow,Selects the single horizontal arrow cursor mode,TRUE,FALSE,FALSE,ID_RADIO_HOR_ARROW
Single Vertical Arrow,SingleVerticalArrow,Selects the single vertical arrow cursor mode,TRUE,FALSE,FALSE,ID_RADIO_VER_ARROW
Site Component,SiteComponent,Places a site component such as trees and vehicles,TRUE,TRUE,FALSE,ID_SITE_COMPONENT
Sketch Visibility Settings,SketchVisibilitySettings,Configures visibility of sketch elements during editing,TRUE,FALSE,FALSE,ID_EDIT_SKETCH_VISIBILITY
Slab,Slab,Creates a structural slab (floor) in the building model,TRUE,TRUE,FALSE,ID_OBJECTS_STRUCT_SLAB
Slab Edge - Floor,SlabEdgeFloor,Creates a slab edge (perimeter fascia) on a floor,TRUE,TRUE,FALSE,
Slope Arrow,SlopeArrow,Places a slope arrow to define the slope of a floor or roof,TRUE,TRUE,FALSE,ID_SKETCH_DEFINE_SLOPE
Smart Snapping,SmartSnapping,Toggles smart snapping for fabrication part placement,TRUE,FALSE,FALSE,ID_FABRICATION_PART_SMART_SNAPPING
Snap to Centers,SnapToCenters,Enables snapping to center points of elements,TRUE,FALSE,FALSE,ID_SNAP_OVERRIDE_CENTER
Snap to Midpoints,SnapToMidpoints,Enables snapping to midpoints of element edges,TRUE,FALSE,FALSE,ID_SNAP_OVERRIDE_MID
Snap to Nearest,SnapToNearest,Enables snapping to the nearest point on an element,TRUE,FALSE,FALSE,ID_SNAP_OVERRIDE_INTERIOR
Snap to Quadrants,SnapToQuadrants,Enables snapping to quadrant points of arcs and circles,TRUE,FALSE,FALSE,ID_SNAP_OVERRIDE_QUADRANT
Snap to Tangents,SnapToTangents,Enables snapping to tangent points on curves,TRUE,FALSE,FALSE,ID_SNAP_OVERRIDE_TANGENT
Snaps,Snaps,Configures snap settings and increments,TRUE,FALSE,FALSE,ID_SETTINGS_SNAPPING
Soffit,Soffit,Creates a soffit element along a roof edge,TRUE,TRUE,FALSE,ID_CREATE_SOFFIT_TB
Solid Blend,SolidBlend,Creates a solid blend form between two profiles,TRUE,FALSE,FALSE,ID_OBJECTS_BLEND
Solid Extrusion,SolidExtrusion,Creates a solid form by extruding a sketch profile,TRUE,FALSE,FALSE,ID_OBJECTS_EXTRUSION
Solid Revolve,SolidRevolve,Creates a solid form by revolving a profile around an axis,TRUE,FALSE,FALSE,ID_OBJECTS_REVOLUTION
Solid Sweep,SolidSweep,Creates a solid form by sweeping a profile along a path,TRUE,FALSE,FALSE,ID_OBJECTS_SWEEP
Solid Swept Blend,SolidSweptBlend,Creates a solid form by blending profiles along a path,TRUE,FALSE,FALSE,ID_OBJECTS_SWEPTBLEND
Space,Space,Places a space element for MEP analysis,TRUE,TRUE,FALSE,
Space Naming,SpaceNaming,Configures automatic space naming rules,TRUE,FALSE,FALSE,
Space Separator,SpaceSeparator,Draws a space separation line for MEP zones,TRUE,TRUE,FALSE,
Space Tag,SpaceTag,Places a tag that displays space information,TRUE,TRUE,FALSE,
Span Direction Symbol,SpanDirectionSymbol,Places a span direction symbol on a structural floor,TRUE,TRUE,FALSE,ID_OBJECTS_SPANDIRECTION
Spatial Grid,SpatialGrid,Creates a spatial grid for infrastructure layouts,TRUE,FALSE,FALSE,
